replicate,noise_case,method,fidelity_to_reconstruction_target,fidelity_to_ideal_pre_noise_state,ideal_to_target_fidelity,hs_distance_to_target,minimum_eigenvalue,physical,inference_seconds
7,finite_shots_only,maximum_likelihood,0.9964602094349461,0.9964602094349461,1.0,0.03519974285363685,4.871308699917801e-14,True,0.06975720898481086
7,finite_shots_only,neural_network,0.9672305749382273,0.9672305749382273,1.0,0.2180025675548525,2.0054633099556766e-05,True,0.00020683399634435773
7,global_depolarizing_p08,linear_inversion,0.9868729141751046,0.9146484947861373,0.9400000082804195,0.05915046873820336,0.00646779666171309,True,0.00036249999538995326
7,global_depolarizing_p08,maximum_likelihood,0.9869798695314115,0.9415238933327419,0.9400000082804195,0.05309321972948596,0.0026464560003075315,True,0.06955466698855162
7,global_depolarizing_p08,neural_network,0.9649764558360143,0.935788473833279,0.9400000082804195,0.16714112453133992,0.0008140581474975951,True,0.00020820897771045566
7,amplitude_damping_p08,linear_inversion,0.9995108775046176,0.9341636213449914,0.9228021661938655,0.05679919382537973,-0.01783767359995091,False,0.0003515419957693666
7,amplitude_damping_p08,maximum_likelihood,0.990857367619996,0.9312312964072909,0.9228021661938655,0.044880216978879596,1.2521272856779135e-13,True,0.06972841601236723
7,amplitude_damping_p08,neural_network,0.9605801020374974,0.951722917352377,0.9228021661938655,0.13837796288358142,0.0022507798591312315,True,0.00020770900300703943
7,phase_damping_p08,linear_inversion,1.0,0.9888159947732166,0.9507202348157234,0.09255674412270927,-0.03880706313190811,False,0.0003520839964039624
7,phase_damping_p08,maximum_likelihood,0.9822127093433487,0.9731706536150544,0.9507202348157234,0.04711722627089661,1.3845758510180386e-14,True,0.07077987500815652
7,phase_damping_p08,neural_network,0.9483846516218009,0.9577272572040414,0.9507202348157234,0.2507073670549528,2.85849835546994e-09,True,0.00020645899348892272
7,biased_pauli_02_01_05,linear_inversion,0.9899942885654036,0.9188823567291687,0.8945346103226391,0.08660930867239716,-0.017633697340964843,False,0.0003473329998087138
7,biased_pauli_02_01_05,maximum_likelihood,0.9793005386121553,0.9015648403560346,0.8945346103226391,0.0700339170329508,7.87621670253329e-13,True,0.0701425000152085
7,biased_pauli_02_01_05,neural_network,0.9369401907513872,0.9714925379402708,0.8945346103226391,0.17145958502550893,0.00012737705845796508,True,0.00020187502377666533
7,coherent_z_rotation_008rad,linear_inversion,1.0,1.0,0.9979560767135373,0.06548011865834513,-0.030856857908725586,False,0.00034758300171233714
7,coherent_z_rotation_008rad,maximum_likelihood,0.9949957664069438,0.9927395893010648,0.9979560767135373,0.04990803563864753,2.1466266455411476e-14,True,0.07029287499608472
7,coherent_z_rotation_008rad,neural_network,0.9659388788296358,0.9545007523893777,0.9979560767135373,0.22105359689742543,4.509172322834592e-08,True,0.00021304099936969578
7,readout_assignment_3pct_5pct,linear_inversion,0.908297589844572,0.908297589844572,1.0,0.14292951680191202,-0.030076470952574527,False,0.0003596660098992288
7,readout_assignment_3pct_5pct,maximum_likelihood,0.9078220567341437,0.9078220567341437,1.0,0.127830804610046,1.1702573241166775e-13,True,0.07041287500760518
7,readout_assignment_3pct_5pct,neural_network,0.9082184379822505,0.9082184379822505,1.0,0.20403260525915945,0.0037066573772699,True,0.00020579100237227976
